Cello
1.69443;0.972068;0.36409;1.09798;-1.99855;-1.50403;-1.8184;1.76663;0.449121;0.409807;0.0598981;0.25074;
1.62393;0.83574;0.376881;1.26118;-1.98137;-1.50949;-1.82636;1.80197;0.443017;0.404386;0.0279764;0.103021;
1.59625;0.606109;0.398772;1.40742;-1.97354;-1.48145;-1.82174;1.7042;0.449023;0.419563;0.0651394;0.125986;
1.71347;1.10016;0.305463;0.797725;-2.00301;-1.48554;-1.81639;1.78273;0.446417;0.435408;0.019067;0.0399561;
1.68592;1.03979;0.377397;1.05318;-2.02436;-1.49776;-1.85257;1.8;0.436036;0.403224;0.0445324;0.286973;
1.60119;0.64574;0.437534;1.43752;-1.99772;-1.4684;-1.86471;1.72185;0.433565;0.391081;0.033584;0.117794;
1.79354;0.851429;0.348593;1.08683;-1.99039;-1.43464;-1.7952;1.77405;0.439633;0.40617;0.0362546;0.161152;
1.82677;1.0536;0.332778;0.852023;-1.98955;-1.42509;-1.80957;1.73839;0.449709;0.41442;0.0380207;0.14675;
1.81593;1.04942;0.349066;0.877223;-2.03964;-1.4408;-1.82582;1.77586;0.463641;0.416037;0.0625531;0.104921;
1.72689;0.908501;0.506861;1.21121;-2.11455;-1.4736;-1.88212;1.80657;0.475569;0.397963;0.0607752;0.222755;
1.60853;0.701572;0.550214;1.42666;-2.14954;-1.47295;-1.96599;1.78077;0.474444;0.384453;0.193181;0.0725786;
1.63088;0.593528;0.580378;1.38523;-2.15674;-1.45181;-1.9477;1.76391;0.479737;0.406374;0.0457921;0.141945;
1.60506;0.756984;0.577625;1.12421;-2.14005;-1.43995;-1.94321;1.76731;0.488737;0.431707;0.031125;0.117051;
1.59248;0.910641;0.592884;1.12512;-2.13237;-1.47367;-1.94126;1.77502;0.489403;0.414658;0.0130544;0.1489;
1.59605;0.779303;0.569827;1.38582;-2.11957;-1.48918;-1.93455;1.76247;0.488918;0.392557;0.0168509;0.226128;
1.5943;0.714546;0.66509;1.4592;-2.10362;-1.47642;-1.91888;-1.76105;0.480525;0.388385;0.026207;0.0461435;
1.59382;0.607821;0.611218;1.37644;-2.09946;-1.44519;-1.92758;1.77187;0.478393;0.405282;0.011821;0.148739;
1.53895;0.736374;0.653304;1.1274;-2.10127;-1.42645;-1.93186;1.76534;0.484343;0.432782;0.0192033;0.114608;
1.55651;0.777732;0.668282;1.13677;-2.11244;-1.42072;-1.92909;1.74998;0.488259;0.428084;0.0233896;0.0648293;
1.55912;0.645193;0.685767;1.38655;-2.15047;-1.42468;-1.9403;1.73507;0.492771;0.402058;0.0381108;0.194017;
1.58004;0.653256;0.651601;1.4077;-2.17001;-1.4524;-1.95445;1.78168;0.491393;0.395457;0.0171869;0.0520899;
1.52978;0.659545;0.684557;1.2928;-2.15644;-1.44817;-1.96515;1.75213;0.492703;0.405812;0.026738;0.187329;
1.53015;1.17441;0.695209;0.720816;-2.13845;-1.47074;-1.95247;1.81049;0.494209;0.420892;0.0207845;0.255576;
1.58537;0.79027;0.668884;1.35705;-2.14431;-1.51075;-1.93726;1.79992;0.483316;0.39342;0.0153144;0.192528;
1.58788;0.795892;0.678069;1.35973;-2.14293;-1.51339;-1.93424;1.80083;0.481752;0.392434;0.0115106;0.142887;
1.58624;0.794714;0.681721;1.36022;-2.14185;-1.51503;-1.93282;1.80336;0.481862;0.390324;0.0132737;0.07471;
1.58716;0.781095;0.686846;1.3618;-2.14303;-1.51407;-1.93215;1.80411;0.481152;0.390307;0.0150765;0.0423845;
1.59077;0.749389;0.689174;1.36311;-2.1424;-1.50921;-1.93046;1.80385;0.481645;0.39324;0.016174;0.0509358;
1.58292;0.707597;0.666826;1.36008;-2.14046;-1.50087;-1.93384;1.80184;0.483158;0.397066;0.0221503;0.0939849;
1.5814;0.736938;0.646053;1.29814;-2.14289;-1.4959;-1.9388;1.80275;0.48483;0.401019;0.0283395;0.144317;
1.58483;0.683909;0.624538;1.32786;-2.14636;-1.49428;-1.94328;1.79128;0.488457;0.405773;0.0335234;0.191956;
1.5646;0.921595;0.662025;1.08746;-2.14746;-1.50404;-1.94245;1.80897;0.491496;0.403484;0.0339356;0.257589;
1.54938;0.856698;0.675633;1.1028;-2.14818;-1.48431;-1.94425;1.80201;0.494155;0.421566;0.0359845;0.268157;
1.54351;0.820084;0.685857;1.09899;-2.14884;-1.48166;-1.94398;1.78373;0.496338;0.427683;0.0367367;0.266074;
1.55252;0.90023;0.668871;1.0263;-2.15022;-1.47644;-1.94197;1.76874;0.498362;0.433422;0.039899;0.22869;
1.54965;1.08132;0.665251;0.821988;-2.14642;-1.48555;-1.93955;1.80353;0.499093;0.427843;0.0414134;0.264942;
1.54965;1.08132;0.665251;0.821988;-2.14642;-1.48555;-1.93955;1.80353;0.499093;0.427843;0.0414134;0.264942;
1.55279;1.04367;0.649327;0.827315;-2.14307;-1.47161;-1.93863;1.79893;0.49895;0.432707;0.0410546;0.230743;
1.5598;1.02334;0.636132;0.825762;-2.13878;-1.4637;-1.93683;1.79663;0.497227;0.434811;0.0393521;0.181734;
1.5684;1.02149;0.624394;0.823571;-2.13445;-1.4522;-1.93529;1.79334;0.493572;0.434701;0.0397618;0.0893556;
1.59138;0.959966;0.577897;0.905362;-2.12658;-1.44767;-1.93618;1.77408;0.485249;0.423991;0.0616334;0.0959347;
1.58159;0.836198;0.596019;1.04756;-2.12016;-1.42107;-1.93151;1.74807;0.481793;0.430094;0.0677835;0.185493;
1.57301;0.876907;0.594637;1.06019;-2.11021;-1.41689;-1.92793;1.7486;0.477892;0.419913;0.0740094;0.240242;
1.59123;0.90807;0.564963;1.07685;-2.09967;-1.40179;-1.91759;1.75146;0.474912;0.415644;0.0654902;0.295466;
1.55019;0.849131;0.613012;1.16213;-2.08622;-1.40976;-1.9143;1.74844;0.471948;0.398671;0.0692551;0.2583;
1.64064;0.804177;0.547909;1.23809;-2.06923;-1.40092;-1.88387;1.74341;0.469082;0.390297;0.0715567;0.276871;
1.64224;0.782762;0.546852;1.29482;-2.04922;-1.39532;-1.87273;1.7401;0.466736;0.383876;0.0778896;0.257505;
